file_name,inner_comps,outter_comps,total_comps,patterns_found,false_positives,avg_line_length,phrase2,293
11,0,0,0,0,0
11,0,0,0,0,0
101,0,74,74,0,0
101,0,74,74,0,0
1046,4,1019,1023,0,4
1068,7,1041,1048,0,4
10183,28,10156,10184,0,26
10745,76,10718,10794,1,44
48733,181,48706,48887,0,161
187153,722,187126,187848,0,654
559618,2147,559591,561738,0,1938
1010777,3914,1010750,1014664,1,3558
395529,1542,395502,397044,0,1385
2665788,9938,2665761,2675699,0,9062
4808754,18187,4808727,4826914,4,16507
24652312,92813,24652285,24745098,8,83854
48087540,181870,48087513,48269383,40,165070
