file_name,inner_comps,outter_comps,total_comps,patterns_found,false_positives,avg_line_length,phrase3,293
11,0,0,0,0,0
11,0,0,0,0,0
101,0,0,0,0,0
101,0,0,0,0,0
1046,3,836,839,0,3
1068,3,858,861,0,3
10183,247,9973,10220,1,36
10745,36,10535,10571,0,36
48733,147,48523,48670,0,146
187153,639,186943,187582,0,634
559618,2108,559408,561516,1,1892
1010777,3614,1010567,1014181,1,3393
395529,1394,395319,396713,0,1393
2665788,9016,2665578,2674594,0,8983
4808754,17447,4808544,4825991,5,16357
24652312,86629,24652102,24738731,10,84317
48087540,174479,48087330,48261809,50,163579
