file_name,inner_comps,outter_comps,total_comps,patterns_found,false_positives,avg_line_length,word2,293
11,0,9,9,0,0
11,3,9,12,1,0
101,3,99,102,1,0
101,0,99,99,0,0
1046,83,1044,1127,26,5
1068,48,1066,1114,15,3
10183,281,10181,10462,88,17
10745,325,10743,11068,98,31
48733,2146,48731,50877,679,109
187153,8070,187151,195221,2470,650
559618,20675,559616,580291,6410,1437
1010777,40180,1010775,1050955,12422,2836
395529,17910,395527,413437,5615,1059
2665788,113936,2665786,2779722,35739,6651
4808754,186052,4808752,4994804,57709,12706
24652312,1089921,24652310,25742231,341283,65381
48087540,1860520,48087538,49948058,577090,127060
